,count_unique,count_null,count_missing_passive,count_missing_confirmed,ppn_null,data_type
ST130CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3348,0,0,0,0.0,object
ST130SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1341,0,0,0,0.0,object
ST130TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1127,0,0,0,0.0,object
ST130TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,555,0,0,0,0.0,object
ST13CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2011,0,0,0,0.0,object
ST13SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,951,0,0,0,0.0,object
ST13TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1196,0,0,0,0.0,object
ST13TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,477,0,0,0,0.0,object
ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1792,0,0,0,0.0,object
ST14SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,688,0,0,0,0.0,object
ST14TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1590,0,0,0,0.0,object
ST14TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,819,0,0,0,0.0,object
ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3532,0,0,0,0.0,object
ST15SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1619,0,0,0,0.0,object
ST15TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1088,0,0,0,0.0,object
ST15TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,413,0,0,0,0.0,object
ST16SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2275,0,0,0,0.0,object
ST17SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,6469,0,0,0,0.0,object
ST18SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4872,0,0,0,0.0,object
ST19SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3856,0,0,0,0.0,object
ST1SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5237,0,0,0,0.0,object
ST20SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3863,0,0,0,0.0,object
ST21SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1852,0,0,0,0.0,object
ST22CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST22SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST22TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST22TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2084,0,0,0,0.0,object
ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1085,0,0,0,0.0,object
ST23TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,817,0,0,0,0.0,object
ST23TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,488,0,0,0,0.0,object
ST24CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2021,1,0,0,7.848677497841614e-05,object
ST24SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,469,1,0,0,7.848677497841614e-05,object
ST24TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2190,1,0,0,7.848677497841614e-05,object
ST24TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,736,1,0,0,7.848677497841614e-05,object
ST25CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,832,0,0,0,0.0,object
ST25SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,243,0,0,0,0.0,object
ST25TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1474,0,0,0,0.0,object
ST25TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,665,0,0,0,0.0,object
ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4365,0,0,0,0.0,object
ST26SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1868,0,0,0,0.0,object
ST26TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1174,0,0,0,0.0,object
ST26TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,458,0,0,0,0.0,object
ST27SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3914,0,0,0,0.0,object
ST28CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2529,0,0,0,0.0,object
ST2SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,838,0,0,0,0.0,object
ST30SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2723,0,0,0,0.0,object
ST31CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4815,0,0,0,0.0,object
ST31SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2475,0,0,0,0.0,object
ST31TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1111,0,0,0,0.0,object
ST31TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,460,0,0,0,0.0,object
ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4685,0,0,0,0.0,object
ST32SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2024,0,0,0,0.0,object
ST32TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1210,0,0,0,0.0,object
ST32TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,470,0,0,0,0.0,object
ST33SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST34CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1940,0,0,0,0.0,object
ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,880,0,0,0,0.0,object
ST34TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1231,0,0,0,0.0,object
ST34TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,561,0,0,0,0.0,object
ST35CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4569,0,0,0,0.0,object
ST35SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2529,0,0,0,0.0,object
ST35TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,962,0,0,0,0.0,object
ST35TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,393,0,0,0,0.0,object
ST36CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3053,0,0,0,0.0,object
ST36SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1376,0,0,0,0.0,object
ST36TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1022,0,0,0,0.0,object
ST36TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,454,0,0,0,0.0,object
ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,7137,0,0,0,0.0,object
ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3416,0,0,0,0.0,object
ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1886,0,0,0,0.0,object
ST38TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,811,0,0,0,0.0,object
ST38TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,408,0,0,0,0.0,object
ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3130,0,0,0,0.0,object
ST39SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1363,0,0,0,0.0,object
ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1075,0,0,0,0.0,object
ST39TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,581,0,0,0,0.0,object
ST3SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,422,0,0,0,0.0,object
ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4450,0,0,0,0.0,object
ST40SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1797,0,0,0,0.0,object
ST40TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1221,0,0,0,0.0,object
ST40TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,448,0,0,0,0.0,object
ST41SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST42SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1312,0,0,0,0.0,object
ST43CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2259,0,0,0,0.0,object
ST43SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,986,0,0,0,0.0,object
ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1127,0,0,0,0.0,object
ST43TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,472,0,0,0,0.0,object
ST44CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1709,3,0,0,0.0002354603249352484,object
ST44SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,581,3,0,0,0.0002354603249352484,object
ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1806,3,0,0,0.0002354603249352484,object
ST44TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,672,3,0,0,0.0002354603249352484,object
ST45CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2839,0,0,0,0.0,object
ST45SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1221,0,0,0,0.0,object
ST45TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1011,0,0,0,0.0,object
ST45TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,424,0,0,0,0.0,object
ST46CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1464,0,0,0,0.0,object
ST46SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,517,0,0,0,0.0,object
ST46TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1263,0,0,0,0.0,object
ST46TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,553,0,0,0,0.0,object
ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2348,0,0,0,0.0,object
ST47SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1051,0,0,0,0.0,object
ST47TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1037,0,0,0,0.0,object
ST47TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,434,0,0,0,0.0,object
ST48CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1612,0,0,0,0.0,object
ST48SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1095,0,0,0,0.0,object
ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,772,0,0,0,0.0,object
ST48TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,492,0,0,0,0.0,object
ST49CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3974,0,0,0,0.0,object
ST49SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2067,0,0,0,0.0,object
ST49TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,897,0,0,0,0.0,object
ST49TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,442,0,0,0,0.0,object
ST4SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,449,0,0,0,0.0,object
ST50CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2010,0,0,0,0.0,object
ST50SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,860,0,0,0,0.0,object
ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1063,0,0,0,0.0,object
ST50TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,512,0,0,0,0.0,object
ST51CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4632,0,0,0,0.0,object
ST51SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2248,0,0,0,0.0,object
ST51TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1192,0,0,0,0.0,object
ST51TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,366,0,0,0,0.0,object
ST52CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3979,0,0,0,0.0,object
ST52SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1932,0,0,0,0.0,object
ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1071,0,0,0,0.0,object
ST52TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,423,0,0,0,0.0,object
ST53SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2654,0,0,0,0.0,object
ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2101,0,0,0,0.0,object
ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,830,0,0,0,0.0,object
ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1392,0,0,0,0.0,object
ST54TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,803,0,0,0,0.0,object
ST55CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4921,0,0,0,0.0,object
ST55SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2879,0,0,0,0.0,object
ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,930,0,0,0,0.0,object
ST55TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,385,0,0,0,0.0,object
ST56CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5353,0,0,0,0.0,object
ST56SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3035,0,0,0,0.0,object
ST56TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1023,0,0,0,0.0,object
ST56TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,371,0,0,0,0.0,object
ST57CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4702,0,0,0,0.0,object
ST57SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2538,0,0,0,0.0,object
ST57TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1047,0,0,0,0.0,object
ST57TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,461,0,0,0,0.0,object
ST58CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4422,0,0,0,0.0,object
ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1902,0,0,0,0.0,object
ST58TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1216,0,0,0,0.0,object
ST58TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,389,0,0,0,0.0,object
ST59CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4321,0,0,0,0.0,object
ST59SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2178,0,0,0,0.0,object
ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1070,0,0,0,0.0,object
ST59TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,387,0,0,0,0.0,object
ST5SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,452,0,0,0,0.0,object
ST60CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1986,0,0,0,0.0,object
ST60SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,432,0,0,0,0.0,object
ST60TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1869,0,0,0,0.0,object
ST60TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,750,0,0,0,0.0,object
ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2778,0,0,0,0.0,object
ST62CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1091,0,0,0,0.0,object
ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,467,0,0,0,0.0,object
ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1341,0,0,0,0.0,object
ST62TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,447,0,0,0,0.0,object
ST63SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST64CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2437,0,0,0,0.0,object
ST64SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1902,0,0,0,0.0,object
ST64TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,687,0,0,0,0.0,object
ST64TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,601,0,0,0,0.0,object
ST65SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1884,0,0,0,0.0,object
ST66SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,647,4,0,0,0.00031394709991366455,object
ST67SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST68SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,488,0,0,0,0.0,object
ST69SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,418,0,0,0,0.0,object
ST6SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,873,0,0,0,0.0,object
ST70SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,588,0,0,0,0.0,object
ST71SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1322,0,0,0,0.0,object
ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1874,0,0,0,0.0,object
ST72SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,803,0,0,0,0.0,object
ST72TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1200,0,0,0,0.0,object
ST72TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,462,0,0,0,0.0,object
ST73CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1920,0,0,0,0.0,object
ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,790,0,0,0,0.0,object
ST73TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1471,0,0,0,0.0,object
ST73TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,708,0,0,0,0.0,object
ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3529,0,0,0,0.0,object
ST74SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1707,0,0,0,0.0,object
ST74TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1111,0,0,0,0.0,object
ST74TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,417,0,0,0,0.0,object
ST75SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2340,0,0,0,0.0,object
ST76SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,6485,0,0,0,0.0,object
ST77SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4855,0,0,0,0.0,object
ST78SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3860,0,0,0,0.0,object
ST79SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3872,0,0,0,0.0,object
ST7SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1896,0,0,0,0.0,object
ST80SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2235,0,0,0,0.0,object
ST81CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST81SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST81TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST81TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST82CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2156,0,0,0,0.0,object
ST82SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1114,0,0,0,0.0,object
ST82TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,839,0,0,0,0.0,object
ST82TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,501,0,0,0,0.0,object
ST83CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1963,0,0,0,0.0,object
ST83SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,440,0,0,0,0.0,object
ST83TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2296,0,0,0,0.0,object
ST83TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,793,0,0,0,0.0,object
ST84CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1053,0,0,0,0.0,object
ST84SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,315,0,0,0,0.0,object
ST84TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1443,0,0,0,0.0,object
ST84TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,635,0,0,0,0.0,object
ST85CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4210,0,0,0,0.0,object
ST85SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1783,0,0,0,0.0,object
ST85TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1199,0,0,0,0.0,object
ST85TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,437,0,0,0,0.0,object
ST86SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3912,0,0,0,0.0,object
ST87CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST88SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2570,0,0,0,0.0,object
ST89SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2603,0,0,0,0.0,object
ST8SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,245,1209,0,0,0.0948905109489051,object
ST90CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5078,0,0,0,0.0,object
ST90SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2724,0,0,0,0.0,object
ST90TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1115,0,0,0,0.0,object
ST90TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,447,0,0,0,0.0,object
ST91CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4731,0,0,0,0.0,object
ST91SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2035,0,0,0,0.0,object
ST91TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1220,0,0,0,0.0,object
ST91TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,461,0,0,0,0.0,object
ST92SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST93CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1840,0,0,0,0.0,object
ST93SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,798,0,0,0,0.0,object
ST93TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1271,0,0,0,0.0,object
ST93TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,584,0,0,0,0.0,object
ST94CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4525,0,0,0,0.0,object
ST94SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2490,0,0,0,0.0,object
ST94TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,985,0,0,0,0.0,object
ST94TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,399,0,0,0,0.0,object
ST95CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3039,0,0,0,0.0,object
ST95SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1414,0,0,0,0.0,object
ST95TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1004,0,0,0,0.0,object
ST95TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,465,0,0,0,0.0,object
ST96SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,7073,0,0,0,0.0,object
ST97CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3393,0,0,0,0.0,object
ST97SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1801,0,0,0,0.0,object
ST97TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,826,0,0,0,0.0,object
ST97TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,395,0,0,0,0.0,object
ST98CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2737,0,0,0,0.0,object
ST98SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1145,0,0,0,0.0,object
ST98TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1112,0,0,0,0.0,object
ST98TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,606,0,0,0,0.0,object
ST99CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4598,0,0,0,0.0,object
ST99SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1906,0,0,0,0.0,object
ST99TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1215,0,0,0,0.0,object
ST99TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,454,0,0,0,0.0,object
ST9SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2578,0,0,0,0.0,object
update_stamp_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,71,0,0,0,0.0,object
EXAMDATE_BAIPETNMRC_09_12_16,1850,0,0,0,0.0,object
VERSION_BAIPETNMRC_09_12_16,4,0,0,0,0.0,object
LONIUID_BAIPETNMRC_09_12_16,3859,0,0,0,0.0,object
RUNDATE_BAIPETNMRC_09_12_16,6,0,0,0,0.0,object
STATUS_BAIPETNMRC_09_12_16,3,0,0,0,0.0,object
HIPPL01_BAIPETNMRC_09_12_16,296,1710,0,0,0.1342123852130916,object
FRTSUPL01_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
FRTMIDL01_BAIPETNMRC_09_12_16,295,1710,0,0,0.1342123852130916,object
PARAHIPL01_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
FUSFRML01_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
OCCMIDL01_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
ANGULL01_BAIPETNMRC_09_12_16,388,1710,0,0,0.1342123852130916,object
PARIINFL01_BAIPETNMRC_09_12_16,388,1710,0,0,0.1342123852130916,object
SUPMRGL01_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
TMPMIDL01_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
PRECUNL01_BAIPETNMRC_09_12_16,387,1710,0,0,0.1342123852130916,object
CINGPSTL01_BAIPETNMRC_09_12_16,388,1710,0,0,0.1342123852130916,object
PARAHIPR01_BAIPETNMRC_09_12_16,296,1710,0,0,0.1342123852130916,object
FRTSUPR01_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
OCCMIDR01_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
FUSFRMR01_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
FRTMIDR01_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
ANGULR01_BAIPETNMRC_09_12_16,389,1710,0,0,0.1342123852130916,object
PARIINFR01_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
TMPMIDR01_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
SUPMRGR01_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
PRCUNSR01_BAIPETNMRC_09_12_16,390,1710,0,0,0.1342123852130916,object
HIPPR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
