id,column_name,data_type,count_unique,count_null,count_missing_passive,count_missing_confirmed,count_blank,ppn_missing_baseline,ppn_missing_all,source,cat,exclude,baseline
368,ST76SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,527,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
369,ST77SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,526,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
370,ST78SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,538,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
371,ST79SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,540,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
372,ST7SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,430,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
373,ST80SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,455,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
374,ST81CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
375,ST81SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
376,ST81TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
377,ST81TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
378,ST82CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,461,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
379,ST82SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,389,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
380,ST82TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,325,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
381,ST82TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,254,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
382,ST83CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,454,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
383,ST83SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,258,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
384,ST83TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,475,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
385,ST83TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,353,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
386,ST84CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,369,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
387,ST84SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,198,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
388,ST84TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,414,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
389,ST84TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,299,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
390,ST85CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,509,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
391,ST85SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,443,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
392,ST85TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,411,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
393,ST85TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,238,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
394,ST86SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,541,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
395,ST87CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
396,ST88SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,474,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
397,ST89SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,476,278,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
398,ST8SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,78,544,0,0,0,0.66,0.8,UCSFFSL,MRI (Longitudinal),0,0
399,ST90CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,522,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
400,ST90SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,490,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
401,ST90TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,411,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
402,ST90TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,210,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
403,ST91CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,523,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
404,ST91SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,458,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
405,ST91TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,400,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
406,ST91TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,244,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
407,ST92SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
408,ST93CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,427,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
409,ST93SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,332,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
410,ST93TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,425,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
411,ST93TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,283,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
412,ST94CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,514,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
413,ST94SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,490,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
414,ST94TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,365,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
415,ST94TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,222,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
416,ST95CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,482,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
417,ST95SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,430,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
418,ST95TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,380,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
419,ST95TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,248,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
420,ST96SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,532,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
421,ST97CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,488,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
422,ST97SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,463,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
423,ST97TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,334,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
424,ST97TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,230,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
425,ST98CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,482,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
426,ST98SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,389,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
427,ST98TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,385,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
428,ST98TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,278,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
429,ST99CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,508,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
430,ST99SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,461,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
431,ST99TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,414,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
432,ST99TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,217,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
433,ST9SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,471,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
434,ST100SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
435,ST101SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,505,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
436,ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,685,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
437,ST102SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,513,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
438,ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,501,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
439,ST102TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,268,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
440,ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,587,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
441,ST103SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,314,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
442,ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,593,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
443,ST103TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,393,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
444,ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,686,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
445,ST104SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,526,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
446,ST104TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,482,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
447,ST104TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,249,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
448,ST105CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,613,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
449,ST105SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,401,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
450,ST105TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,543,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
451,ST105TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,312,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
452,ST106CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,693,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
453,ST106SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,555,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
454,ST106TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,501,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
455,ST106TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,249,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
456,ST107CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,615,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
457,ST107SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,567,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
458,ST107TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,346,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
459,ST107TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,278,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
460,ST108CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,740,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
461,ST108SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,655,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
462,ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,453,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
463,ST108TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,279,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
464,ST109CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,637,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
465,ST109SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,451,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
466,ST109TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,477,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
467,ST109TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,295,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
468,ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,811,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
469,ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,760,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
470,ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,676,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
471,ST110TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,511,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
472,ST110TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,236,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
473,ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,750,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
474,ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,670,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
475,ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,468,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
476,ST111TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,218,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
477,ST112SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,690,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
478,ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,594,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
479,ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,374,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
480,ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,567,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
481,ST113TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,427,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
482,ST114CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,770,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
483,ST114SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,708,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
484,ST114TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,481,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
485,ST114TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,212,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
486,ST115CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,783,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
487,ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,716,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
488,ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,508,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
489,ST115TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,227,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
490,ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,757,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
491,ST116SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,676,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
492,ST116TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,485,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
493,ST116TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,264,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
494,ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,756,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
495,ST117SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,616,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
496,ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,510,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
497,ST117TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,232,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
498,ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,769,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
499,ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,655,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
500,ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,510,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
501,ST118TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,226,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
502,ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,586,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
503,ST119SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,234,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
504,ST119TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,627,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
505,ST119TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,434,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
506,ST11SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,342,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
507,ST120SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,712,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
508,ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,443,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
509,ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,239,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
510,ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,577,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
511,ST121TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,295,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
512,ST122SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
513,ST123CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,732,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
514,ST123SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,667,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
515,ST123TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,442,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
516,ST123TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,407,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
517,ST124SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,648,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
518,ST125SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,212,3,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
519,ST126SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
520,ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,704,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
521,ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,781,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
522,ST129CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,693,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
523,ST129SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,510,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
524,ST129TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,504,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
525,ST129TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,360,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
526,ST12SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,540,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
527,ST130CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,695,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
528,ST130SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,490,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
529,ST130TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,507,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
530,ST130TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,346,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
531,ST13CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,659,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
532,ST13SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,483,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
533,ST13TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,532,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
534,ST13TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,271,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
535,ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,614,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
536,ST14SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,379,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
537,ST14TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,617,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
538,ST14TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,408,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
