column_name,data_type,count_unique,count_null,count_missing_passive,count_missing_confirmed,count_blank,ppn_missing,source,cat,keep,numeric,categorical
CINGPST04_BAIPETNMRC_09_12_16,object,331,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDL04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDR04_BAIPETNMRC_09_12_16,object,432,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCSUPL04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCSUPR04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCINFL04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCINFR04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
THALAML04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
THALAMR04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMEDL04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMEDR04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
SUPMRGL04_BAIPETNMRC_09_12_16,object,432,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
SUPMRGR04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
ANGULL04_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
ANGULR04_BAIPETNMRC_09_12_16,object,333,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMIDL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMIDR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSUPL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSUPR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSMEDL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSMEDR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPSUPL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPSUPR05_BAIPETNMRC_09_12_16,object,202,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPMIDL05_BAIPETNMRC_09_12_16,object,204,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPMIDR05_BAIPETNMRC_09_12_16,object,309,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFR05_BAIPETNMRC_09_12_16,object,203,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FUSFRML05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FUSFRMR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARAHIPL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARAHIPR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARISUPL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARISUPR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARIINFL05_BAIPETNMRC_09_12_16,object,204,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARIINFR05_BAIPETNMRC_09_12_16,object,308,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNR05_BAIPETNMRC_09_12_16,object,311,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGANT05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGMID05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGPST05_BAIPETNMRC_09_12_16,object,312,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCSUPL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCSUPR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCINFL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCINFR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
THALAML05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
THALAMR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMEDL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMEDR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
ANGULR05_BAIPETNMRC_09_12_16,object,312,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
ANGULL05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CALCARL05_BAIPETNMRC_09_12_16,object,203,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CALCARR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
LINGUALL05_BAIPETNMRC_09_12_16,object,204,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
LINGUALR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CEREB8L05_BAIPETNMRC_09_12_16,object,203,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CEREB8R05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CERBCR2L05_BAIPETNMRC_09_12_16,object,204,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CERBCR2R05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
SUPMRGL05_BAIPETNMRC_09_12_16,object,203,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
SUPMRGR05_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMIDL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMIDR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSUPL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSUPR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSMEDL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTSMEDR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPSUPL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPSUPR06_BAIPETNMRC_09_12_16,object,483,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPMIDL06_BAIPETNMRC_09_12_16,object,428,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPMIDR06_BAIPETNMRC_09_12_16,object,485,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFL06_BAIPETNMRC_09_12_16,object,428,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFR06_BAIPETNMRC_09_12_16,object,484,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FUSFRML06_BAIPETNMRC_09_12_16,object,487,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FUSFRMR06_BAIPETNMRC_09_12_16,object,427,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
LINGUALL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
LINGUALR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARAHIPL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARAHIPR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARISUPL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARISUPR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARIINFL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARIINFR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGANT06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGMID06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGPST06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDR06_BAIPETNMRC_09_12_16,object,430,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCSUPL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCSUPR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCINFL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCINFR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
THALAML06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
THALAMR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMEDL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMEDR06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
HIPPL06_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
HIPPR06_BAIPETNMRC_09_12_16,object,482,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
INDGLBNDX_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
INDTEPNDX_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNL07_BAIPETNMRC_09_12_16,object,100,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGPST07_BAIPETNMRC_09_12_16,object,100,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARIINFR07_BAIPETNMRC_09_12_16,object,100,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPMIDL07_BAIPETNMRC_09_12_16,object,100,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CUNEUSL08_BAIPETNMRC_09_12_16,object,100,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPMIDR08_BAIPETNMRC_09_12_16,object,100,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFL09_BAIPETNMRC_09_12_16,object,225,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGPST09_BAIPETNMRC_09_12_16,object,226,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNL09_BAIPETNMRC_09_12_16,object,226,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PARIINFR09_BAIPETNMRC_09_12_16,object,226,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFL10_BAIPETNMRC_09_12_16,object,226,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
PRECUNL10_BAIPETNMRC_09_12_16,object,225,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPINFL11_BAIPETNMRC_09_12_16,object,112,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
OCCMIDL11_BAIPETNMRC_09_12_16,object,112,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGPST11_BAIPETNMRC_09_12_16,object,112,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGMID11_BAIPETNMRC_09_12_16,object,112,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
TMPPOSR12_BAIPETNMRC_09_12_16,object,72,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
CINGPSTR12_BAIPETNMRC_09_12_16,object,72,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FROITRN001_BAIPETNMRC_09_12_16,object,232,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FROITRN002_BAIPETNMRC_09_12_16,object,184,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FROITST001_BAIPETNMRC_09_12_16,object,300,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FROITST002_BAIPETNMRC_09_12_16,object,228,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FROIWHL001_BAIPETNMRC_09_12_16,object,531,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FROIWHL002_BAIPETNMRC_09_12_16,object,410,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRPMSK001_BAIPETNMRC_09_12_16,object,713,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRPMSK002_BAIPETNMRC_09_12_16,object,902,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK003_BAIPETNMRC_09_12_16,object,709,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK004_BAIPETNMRC_09_12_16,object,894,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK005_BAIPETNMRC_09_12_16,object,166,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK006_BAIPETNMRC_09_12_16,object,345,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK007_BAIPETNMRC_09_12_16,object,306,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK008_BAIPETNMRC_09_12_16,object,238,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK009_BAIPETNMRC_09_12_16,object,539,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK010_BAIPETNMRC_09_12_16,object,426,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FRTMSK011_BAIPETNMRC_09_12_16,object,88,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
HCISUB1_BAIPETNMRC_09_12_16,object,76,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
HCI99_BAIPETNMRC_09_12_16,object,176,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
HCI_BAIPETNMRC_09_12_16,object,1388,1485,0,0,8883,0.813750883,BAIPETNMRC,PET (FDG),1,1,0
NL1HIPP_BAIPETNMRC_09_12_16,object,118,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
NL1PTEMP_BAIPETNMRC_09_12_16,object,118,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
NL1PSTCG_BAIPETNMRC_09_12_16,object,118,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
NL2PSTCG_BAIPETNMRC_09_12_16,object,259,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
NL2PARI_BAIPETNMRC_09_12_16,object,131,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
NL3FRONT_BAIPETNMRC_09_12_16,object,150,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
DECLADFR_BAIPETNMRC_09_12_16,object,76,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
DECLADTMP_BAIPETNMRC_09_12_16,object,76,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
LONGHCI_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
BSLVBM_BAIPETNMRC_09_12_16,object,2,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
ACI_BAIPETNMRC_09_12_16,object,508,3351,0,0,8883,0.960207205,BAIPETNMRC,PET (FDG),1,1,0
MCSUVR_BAIPETNMRC_09_12_16,object,69,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FNMPREC_BAIPETNMRC_09_12_16,object,59,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FNAPREC_BAIPETNMRC_09_12_16,object,62,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FNAPC_BAIPETNMRC_09_12_16,object,62,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FEAPREC_BAIPETNMRC_09_12_16,object,83,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FMAPREC_BAIPETNMRC_09_12_16,object,45,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FMAPC_BAIPETNMRC_09_12_16,object,45,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVNEFRONT_BAIPETNMRC_09_12_16,object,53,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVNMFRONT_BAIPETNMRC_09_12_16,object,43,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVNAFRONT_BAIPETNMRC_09_12_16,object,29,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVEMTEMP_BAIPETNMRC_09_12_16,object,52,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVEATEMP_BAIPETNMRC_09_12_16,object,38,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVMAOCCIP_BAIPETNMRC_09_12_16,object,28,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FEAPC2_BAIPETNMRC_09_12_16,object,133,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FEMPC2_BAIPETNMRC_09_12_16,object,133,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FMAPREC2_BAIPETNMRC_09_12_16,object,76,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FNAPARI2_BAIPETNMRC_09_12_16,object,103,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FNEHC2_BAIPETNMRC_09_12_16,object,160,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
FNMTEMP2_BAIPETNMRC_09_12_16,object,103,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVEATEMP2_BAIPETNMRC_09_12_16,object,73,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVEMTEMP2_BAIPETNMRC_09_12_16,object,98,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVMAFRNT2_BAIPETNMRC_09_12_16,object,59,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVNATEMP2_BAIPETNMRC_09_12_16,object,64,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVNEFRNT2_BAIPETNMRC_09_12_16,object,103,1710,0,0,8883,0.831410407,BAIPETNMRC,PET (FDG),1,1,0
AVNMPREC2_BAIPETNMRC_09_12_16,object,217,1582,0,0,8883,0.8213641,BAIPETNMRC,PET (FDG),1,1,0
MMPLS_BAIPETNMRC_09_12_16,object,225,1618,0,0,8883,0.824189624,BAIPETNMRC,PET (FDG),1,1,0
ICA_BAIPETNMRC_09_12_16,object,401,1371,0,0,8883,0.804803391,BAIPETNMRC,PET (FDG),1,1,0
PCA2_BAIPETNMRC_09_12_16,object,190,1582,0,0,8883,0.8213641,BAIPETNMRC,PET (FDG),1,1,0
PLSFDG01_BAIPETNMRC_09_12_16,object,946,2900,0,0,8883,0.92480967,BAIPETNMRC,PET (FDG),1,1,0
HCI001_BAIPETNMRC_09_12_16,object,927,2900,0,0,8883,0.92480967,BAIPETNMRC,PET (FDG),1,1,0
MCSUVRWM_BAIPETNMRC_09_12_16,object,207,3644,0,0,8883,0.98320383,BAIPETNMRC,PET (FDG),1,1,0
MCSUVRWM2_BAIPETNMRC_09_12_16,object,335,3524,0,0,8883,0.973785417,BAIPETNMRC,PET (FDG),1,1,0
HCI_2014_BAIPETNMRC_09_12_16,object,2510,1342,0,0,8883,0.802527274,BAIPETNMRC,PET (FDG),1,1,0
SROI_BAIPETNMRC_09_12_16,object,1663,1342,0,0,8883,0.802527274,BAIPETNMRC,PET (FDG),1,1,0
MCSUVRWM3_BAIPETNMRC_09_12_16,object,1307,2521,0,0,8883,0.895063182,BAIPETNMRC,PET (FDG),1,1,0
MCSUVRCERE_BAIPETNMRC_09_12_16,object,1255,2521,0,0,8883,0.895063182,BAIPETNMRC,PET (FDG),1,1,0
update_stamp_BAIPETNMRC_09_12_16,object,34,0,0,0,8883,0.697198022,,,0,0,0
EXAMDATE_UCBERKELEYAV45_10_17_16,object,1048,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),0,0,0
CEREBELLUMGREYMATTER_UCBERKELEYAV45_10_17_16,object,1266,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
WHOLECEREBELLUM_UCBERKELEYAV45_10_17_16,object,1448,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
ERODED_SUBCORTICALWM_UCBERKELEYAV45_10_17_16,object,1877,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
COMPOSIT_REF_UCBERKELEYAV45_10_17_16,object,1754,0,0,0,10623,0.833765011,,PET (AV45 AMYLOID),1,1,0
FRONTAL_UCBERKELEYAV45_10_17_16,object,1904,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
CINGULATE_UCBERKELEYAV45_10_17_16,object,1896,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
PARIETAL_UCBERKELEYAV45_10_17_16,object,1900,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
TEMPORAL_UCBERKELEYAV45_10_17_16,object,1866,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
SUMMARYSUVR_WHOLECEREBNORM_UCBERKELEYAV45_10_17_16,object,1805,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
SUMMARYSUVR_WHOLECEREBNORM_1.11CUTOFF_UCBERKELEYAV45_10_17_16,object,3,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
SUMMARYSUVR_COMPOSITE_REFNORM_UCBERKELEYAV45_10_17_16,object,1635,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
SUMMARYSUVR_COMPOSITE_REFNORM_0.79CUTOFF_UCBERKELEYAV45_10_17_16,object,3,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
BRAINSTEM_UCBERKELEYAV45_10_17_16,object,1867,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
BRAINSTEM_SIZE_UCBERKELEYAV45_10_17_16,object,1416,0,0,0,10623,0.833765011,UCBERKELEYAV45,PET (AV45 AMYLOID),1,1,0
